词频,单词,发音,中文
1,greatly,[ɡre?tli],adv.很 非常
1,persevere,[p??s?'v??],v.坚持
1,dy,[di?wa?],n.[化]镝 =dysprosium 
1,jd,[],Juvenile Delinquency delinquent  少年罪犯 Jurum Doctor 法学博士 
1,contradictory,[k?ntr?'d?kt?ri],adj.反驳的 反对的 抗辩的n.矛盾因素 对立物
1,fl,[],n.[化]氟
1,persist,[p?'s?st],vi.坚持 持续
1,luck,[l?k],n.运气 好运 幸运
1,fruitful,[fru?tf?l],adj.果实结得多的 多产的 富有成效的
1,minor,[ma?n?],n.未成年人 副修科目adj.较小的 次要的 二流的 未成年的vi.辅修n.[乐]小调 小音阶
1,trendy,[trendi],n.新潮人物 穿着时髦的人adj.流行的
1,completion,[k?m'pli???n],n.完成
1,tedious,[ti?di?s],adj.单调乏味的 沉闷的 冗长乏味的
1,associative,[?'s???i?t?v],adj.联合的 联想的 [数]结合的
1,impressive,[?m'pres?v],adj.给人深刻印象的 感人的
1,clear,[kl??],adj.清楚的 清晰的 清澈的 光亮的 空旷的 有条理的adv.清楚地 完全地v.扫除 清除 晴 跳过 净得
1,daydream,[de?dri?m],n.白日梦vi.做白日梦
1,stimulation,[?st?mj?'le??n],n.激励 鼓舞 刺激
1,unrealistic,[?nr??'l?st?k],adj.不切实际的 不实在的
1,valid,[v?l?d],adj.[律]有效的 有根据的 正当的 正确的
1,painful,[pe?nf?l],adj.疼痛的 使痛苦的
1,superficial,[su?p?'f???l],adj.表面的 肤浅的 浅薄的
1,se,[],symb [化]硒  selenium   东南 SE southeast 
1,contribution,[k?ntr?'bju???n],n.捐献 贡献 投稿
1,mindful,[ma?ndf?l],adj.留心的 不忘的n.留心
1,emptiness,[emptin?s],n.空虚 无知
1,provoke,[pr?'v??k],vt.激怒 挑拨 煽动 惹起 驱使
1,genuinely,[d?enju??nli],adv.真诚地 诚实地
1,facilitate,[f?'s?l?te?t],vt. 不以人作主语的 使容易 使便利 推动 帮助 使容易 促进
1,resolve,[r?'z?lv],n.决心v.决心 决定 决心要  使 分解 溶解 解决vt.解决
1,validate,[v?l?de?t],vt.[律]使有效 使生效 确认 证实 验证
1,obstacle,[?bst?k?l],n.障碍 妨害物
1,ought,[??t], aux. ～ to [verb]  应当 应该
1,original,[?'r?d??n?l],adj.最初的 原始的 独创的 新颖的n.原物 原作
1,confront,[k?n'fr?nt],vt.使面临 对抗
1,devote,[d?'v??t],vt.投入于 献身
1,worthy,[w???i],n.杰出人物 知名人士adj.有价值的 应...的 可敬的 值得的 相称的
1,description,[d?'skr?p??n],n.描写 记述 形容 种类 描述
1,dinner,[d?n?],n.正餐 宴会
1,handful,[h?ndf?l],n.一把 少数
1,originally,[?'r?d??n?li],adv.最初 原先
1,suspicion,[s?'sp???n],n.猜疑 怀疑
1,confirm,[k?n'f??m],vt.确定 批准 使巩固 使有效v.确认  基督教中 给...行按手礼
1,overweight,[??v?'we?t],n.超重
1,partly,[pɑ?tli],adv.部分 几分
1,deception,[d?'sep??n],n.欺骗 诡计
1,wishful,[w??f?l],adj.想望的
1,final,[fa?n?l],n.结局 决赛 期末考试 <口>报纸 在一天中 最晚版adj.最后的 最终的 决定性的
1,category,[k?t?ɡ?ri],n.种类 别 [逻]范畴
1,convey,[k?n've?],vt.搬运 传达 转让
1,accurate,[?kj?r?t],adj.正确的 精确的
1,measurement,[me??m?nt],n.测量法 度量  量得的 尺寸 度量单位制
1,waistline,[we?stla?n],n.腰围 腰身部分
1,suspect,[s?spekt],n.嫌疑犯adj.令人怀疑的 不可信的 可疑的v.怀疑 猜想 对...有所觉察
1,reluctant,[r?'l?kt?nt],adj.不顾的 勉强的 难得到的 难处理的
1,verify,[ver?fa?],vt.检验 校验 查证 核实 [计] 打开或关闭文件的读写校验
1,secret,[?si?kr?t],n.秘密 秘诀 奥秘adj.秘密的 隐秘的 幽静的、
1,chang,[t?ɑ??],n.青稞酒 亦作chong 
1,remind,[r?'ma?nd],vt.提醒 使想起
1,fatten,[f?t?n],vi.长肥  靠... 发财 养肥vt.养肥 使肥沃 使充实 使肥胖
1,title,[ta?t?l],n.头衔 名称 标题 冠军 资格 字幕 权利 扉页vt.赋予头衔 加标题于adj.标题的 用作书名的
1,below,[b?'l??], prep.在...下面 adv.在下 在页底
1,distract,[d?'str?kt],v.转移
1,germany,[d???m?ni],n.德国
1,italian,[?'t?lj?n],n.意大利人 意大利语adj.意大利的 意大利语的 意大利文化的
1,hospital,[h?sp?t?l],n.医院
1,ambulance,[?mbj?l?ns],n.战时流动医院 救护车
1,scotland,[sk?tl?nd],n.苏格兰 英国的一部分 在不列颠北部 
1,reduction,[r?'d?k??n],n.减少 缩影 变形 缩减量 约简 缩小 降低 缩图 缩版
1,council,[ka?ns?l],n.政务会 理事会 委员会 参议会 讨论会议 顾问班子 立法班子
1,pledge,[pled?],n.保证 誓言 抵押 抵押品vt.保证 使发誓 抵押 典当 举杯祝...健康
1,uk,[?ju?'ke?], [域] United Kingdom  英国
1,sturgeon,[st??d??n],n.[鱼]鲟鱼
1,urge,[??d?],vt.催促 力劝n.强烈欲望 迫切要求v.促进
1,renewable,[r?'nju??b?l],adj.可更新的 可恢复的
1,strict,[str?kt],adj. ～ with  严格的 严厉的 严谨的 精确的
1,regulation,[reɡj?'le???n],n.规则 规章 调节 校准
1,necessary,[nes?s?ri],n.必需品adj.必要的 必需的 必然的
1,zone,[z??n],n.地域 地带 地区 环带 圈vt.环绕 使分成地带vi.分成区
1,donate,[d??'ne?t],v.捐赠 赠予
1,overpopulate,[??v?'p?pj?le?t],vt.使 一地区 人口过剩 使人口过密
1,permit,[p?'m?t],n.通行证 许可证 执照v.许可 允许 准许
1,yen,[jen],n.日圆 日本的币制单位  <美口> 瘾vi.渴望
1,rescue,[reskju?],vt.援救 营救n.援救 营救
1,homeless,[h??ml?s],adj.无家的 无家可归的
1,tremendously,[tr?'mend?sl?],adv.可怕地 非常地
1,firm,[f??m],n.公司  合伙 商号adj.结实的 坚硬的 坚定的 坚固的 牢固的 稳固的 严格的vt.使牢固 使坚定vi.变稳固 变坚实adv.稳固地 坚定地
1,fame,[fe?m],n.名声 名望 传说 <古>传闻vt. 常用被动语态 使闻名 使有名望 盛传
1,borrow,[b?r??],v.借 借入 借用
1,unsure,[?n'???],adj.没有自信的 不肯定的 不确定的
1,sincere,[s?n's??],adj.诚挚的 真实的 真诚的
1,apology,[?'p?l?d?i],n. 为某种思想 宗教 哲学等 辩解 道歉
1,ticket,[t?k?t],n.票 入场券
1,speed,[spi?d],n.迅速 速度 速率v.加快 速飞 飞跑
1,accident,[?ks?d?nt],n.意外事件 事故
1,injury,[?nd??ri],n.伤害 侮辱
1,donation,[d??'ne???n],n.捐赠品 捐款 贡献
1,charity,[t??r?ti],n.慈善 施舍 慈善团体 
1,pocket,[p?k?t],n.衣袋 口袋 钱 财vt.装...在口袋里 隐藏 感情  据为己有 击...入袋adj.袖珍的 小型的
1,gift,[ɡ?ft],n.赠品 礼物 天赋 才能
1,conceal,[k?n'si?l],vt.隐藏 隐蔽 隐瞒v.隐蔽
1,aisle,[a?l],n.走廊 过道
1,park,[pɑ?k],n.公园 停车场 炮场vt.停放 汽车等 
1,sale,[se?l],n.出售 卖出 贱卖 廉价出售 销路 销售额
1,replacement,[r?'ple?sm?nt],n.归还 复位 交换 代替者 补充兵员 置换 移位
1,package,[p?k?d?],n.包裹 包
1,joy,[d???],n.欢乐 喜悦 快乐 乐事 乐趣v.高兴 Joy 乔伊 女子名 
1,extra,[ekstr?],adj.额外的 不包括在价目内的 特大的 特佳的adv.特别地 非常 另外n.额外的人 或物   报纸 号外 上等产品  电影 临时演员
1,catch,[k?t?],n.捕捉 捕获物  窗 钩v.捕获 赶上 车船等  发觉 感染 疾病 vi.抓住 燃着
1,towards,[t?'w??d], prep.向 朝 对面 接近 对 有助于
1,gradually,[ɡr?d?u??li],adv.逐渐地
1,regain,[r?'ɡe?n],v.收回 恢复 重到 重新夺得
1,counsel,[ka?ns?l],n.讨论 商议 辩护律师vt.劝告 忠告
1,addict,[?d?kt],vt.使沉溺 使上瘾 n.入迷的人 有瘾的人
1,addictive,[?'d?kt?v],adj.上瘾的
1,prioritize,[pra?'?r?ta?z],vt.把...区分优先次序
1,whenever,[wen'ev?], conj.无论何时 随时n.只要
1,wherever,[we?r'ev?],adv.无论那里 无论什么情况下
1,unaware,[?n?'we?],adj.不知道的 没觉察到的
1,previously,[pri?vi?sli],adv.先前 以前
1,agreement,[?'ɡri?m?nt],n.同意 一致 协定 协议
1,uniform,[ju?n?f??m],adj.统一的 相同的 一致的 始终如一的 均衡的n.制服vt.使成一样 使穿制服
1,formal,[f??m?l],adj.外形的 正式的 合礼仪的 形式的 整齐匀称的n.正式的社交活动
1,passport,[?pɑ?sp??t],n.护照
1,brown,[bra?n],n.褐色adj.褐色的 棕色的v. 使 成褐色 晒黑
1,wear,[we?],vt.穿 戴v. ～ out  磨损 用旧  ～ out  穿着
1,rare,[re?],adj.稀罕的 杰出的 珍贵的  肉类 半熟的adv.非常
1,size,[sa?z],n.大小 尺寸  衣服等 尺码vt.依大小排列  n.大小 移动
1,airline,[e?la?n],n.定期航线
1,identifiable,[a?'dent?fa??b?l],adj.可以确认的
1,beauty,[bju?ti],n.美 美景 美好的东西
1,visibility,[v?z?'b?l?ti],n.可见度 可见性 显著 明显度 能见度
1,isolation,[a?s?'le???n],n.隔绝 孤立 隔离 绝缘 离析
1,pose,[p??z],n.姿势 姿态v. 使... 摆好姿势 形成 引起 造成vi.摆姿势 佯装 矫揉造作
1,smoke,[sm??k],n.烟 烟尘 烟幕v.抽烟 吸烟vi.冒烟
1,cigarette,[s?ɡ?'ret],n.香烟 纸烟
1,silent,[sa?l?nt],adj.寂静的 沉默的 无声的 无记载的
1,fa,[ef'e?],n.全音阶的长音阶第四音   英国 足球协会 FA Football Association 
1,appoint,[?'p??nt],vt.约定 指定 时间 地点  任命 委任
1,baroness,[b?r?n?s],n.男爵夫人 女性男爵
1,bench,[bent?],n.长椅子
1,seat,[si?t],n.座 座位 所在地 场所 席位vt.使坐下
1,transportation,[tr?nsp??'te???n],  n.运 n n.运输 运送
1,fifth,[f?fθ],adj.第五的
1,unmarried,[?n'm?rid],adj.未婚的 单身的
1,quarter,[kw??t?],n.四分之一 [常 pl.] 方向 地区 方面 季 季度 一刻钟 num.四分之一 刻
1,song,[s??],n.歌 歌曲
1,abruptly,[?'br?ptli],adv.突然地 唐突地
1,severely,[s?'v??li],adv.严格地 激烈地
1,hinder,[h?nd?],adj.后面的v.阻碍 打扰
1,idiom,[?di?m],n.成语 方言 土语 习惯用语
1,split,[spl?t],v.劈开  使 裂开 分裂 分离n.裂开 裂口 裂痕
1,implication,[?mpl?'ke???n],n.牵连 含意 暗示
1,dimension,[da?'men??n],n.尺寸 尺度 维 数  度 数  元
1,ba,[bi?'e?], [域] Bosnia Hercegovina  波黑 symb [化]钡 Ba barium 
1,hunter,[h?nt?],n.猎人
1,exclusively,[?k?sklu?s?vli],adv.排外地 专有地
1,govern,[ɡ?v?n],v.统治 支配 管理
1,historical,[h??st?r?kl],adj.历史 上 的 有关历史的
1,window,[w?nd??],n.窗 窗口
1,invention,[?n'ven??n],n.发明 创造
1,reshape,[ri?'?e?p],vt.改造 再成形 采用新方针
1,nicaragua,[?n?k?'r?ɡw?],n.[国名] 尼加拉瓜
1,portion,[p????n],n.一部分 一分
1,demonstrate,[dem?nstre?t],vt.示范 证明 论证vi.示威
1,surrounding,[s?'ra?nd??],n.围绕物 环境adj.周围的
1,dominate,[d?m?ne?t],v.支配 占优势
1,black,[bl?k],n.黑色 黑颜料 黑人adj.黑色的 弄脏了的 忧郁的vt. 使 变黑 涂黑
1,outsider,[?a?t?sa?d?],n.无取胜希望者
1,impress,[?m'pres],vt.印 盖印 留下印象
1,ecology,[?'k?l?d?i],n.生态学 [社会]环境适应学 均衡系统
1,coconut,[?k??k??n?t],n.椰子
1,seemingly,[?si?m??li],adv.表面上地
1,blurry,[bl??d],adj.模糊的 不清楚的
1,eye,[a?],n.眼睛 视力 眼光 观点 见解 眼状物 风吹来的方向 [气]风眼vt.看 注视 在...上打眼
1,echo,[ek??],n.回声 回音 回波vi.发回声 随声附和vt.摹仿 重复 反射 [计] 禁止 或允许 在屏幕上显示批处理命令行
1,industrialize,[?n'd?stri?la?z],vt.使工业化vi.工业化
1,prior,[pra??],adj.优先的 在前的n.预先adv.在
1,spoon,[spu?n],n.匙 调羹 勺子
1,painstaking,[pe?nzte?k??],n.苦干 辛苦adj.辛苦的 辛勤的 艰苦的
1,initially,[?'n???li],adv.最初 开头
1,sequentially,[s?'kwen??l?],adv.继续地 从而
1,successor,[s?k'ses?],n.继承者 接任者 后续的事物
1,cognition,[k?ɡ'n???n],n.认识
1,none,[n?n],adv.决不 毫不 pron.一个也没有 毫无
1,skillfully,[sk?lf?l?],adv.巧妙地 技术好地
1,infancy,[?nf?nsi],n.幼年
1,equip,[?'kw?p],vt.装备 配备 训练 准备行装
1,remarkable,[r?'mɑ?k?b?l],adj.不平常的 非凡的 值得注意的 显著的
1,instinctual,[?n'st??ktju??l],adj.=instinctive
1,distant,[d?st?nt],adj.远的 关系远的 亲戚  疏远的 间隔的 冷漠的
1,mammalian,[m?'me?l??n],n.哺乳动物adj.哺乳动物的
1,relative,[rel?t?v],n.亲戚 关系词 相关物 亲缘植物adj.有关系的 相对的 比较而言的
1,bird,[b??d],n.鸟 <俚>人vi.在野外观察或鉴别鸟类
1,invent,[?n'vent],vt.发明 创造v.发明
1,unnatural,[?n'n?t??r?l],adj.不自然的
1,fingertip,[f??ɡ?t?p],n.指尖 指套
1,ancestral,[?n'sestr?l],adj.祖先的 祖传的
1,tongue,[t??],n.舌头 舌状物 语言 说话方式 口语vt.舔 闲谈 斥责vi.吹管乐器
1,european,[j??r?'pi??n],adj.欧洲的 欧洲人的n.欧洲人
1,orient,[??ri?nt],n.东方 东方诸国 指地中海以东各国 adj.东方的 上升的 灿烂的vi.适应形势 向东vt.使朝东 使适应 确定方向
1,ancestor,[?nsest?],n.祖先 祖宗
1,gateway,[ɡe?twe?],n.门 通路 网关
1,momentary,[m??m?nt?ri],adj.瞬间的 刹那间的
1,capacity,[k?'p?s?ti],n.容量 生产量 容量 智能 才能 能力 接受力 地位
1,inclination,[??kl?'ne???n],n.倾斜 弯曲 倾度 倾向 爱好
1,fixation,[f?k'se???n],n.定置 固定 定色 [摄] 底片 相片等的 定影 定象
1,indirect,[?nda?'rekt],adj.间接的 迂回的
1,er,[??],symb [化]铒  erbium    英国 伊丽莎白女王 ER Queen Elizabeth 
1,numeric,[nju?'mer?k],adj.数字的
1,nonexistent,[n?n?ɡ'z?st?nt],adj.不存在的
1,verbal,[v??b?l],adj.口头的
1,uncommon,[?n'k?m?n],adj.不凡的 罕有的 难得的
1,ancient,[e?n??nt],adj.远古的 旧的
1,mesopotamia,[?mes??p??te?mj?],n.美索不达米亚 西南亚地区 
1,reside,[r?'za?d],vi.居住
1,artifact,[ɑ?t?f?kt],n.人造物品
1,inherit,[?n'her?t],vt.继承 遗传而得
1,conceptually,[k?n'sept???l?],adv.概念地
1,characteristic,[k?r?kt?'r?st?k], ally  adv.表示特adj.特有的 表示绦缘
1,tremendous,[tr?'mend?s],adj.极大的 巨大的
1,differ,[d?f?],vi.不一致 不同
1,history,[h?st?ri],n.历史 历史学 过去的事 的记载  来历 历史记录
1,mankind,[m?n'ka?nd],n.人类 男性 男子
1,minority,[ma?'n?r?ti],n.少数 少数民族
1,inborn,[?n'b??n],adj.天生的 生来的 先天的
1,aspect,[?spekt],n.样子 外表 面貌  问题等的 方面
1,upon,[?'p?n], prep.在...之上
1,grasp,[ɡrɑ?sp],vt.抓住 抓紧 掌握 领会n.抓住 抓紧 掌握 领会
1,reaction,[ri'?k??n],n.反应 反作用 反动 力 
1,revelation,[rev?'le???n],n.显示 揭露 被揭露的事 新发现 启示 揭示
1,squarely,[skwe?li],adv.方形地 直角地 四角地
1,informally,[?n'f??m?l?],adv.非正式地
1,sponsor,[sp?ns?],n.发起人 主办者 保证人 主办人vt.发起 主办v.赞助
1,brand,[br?nd],n.商标 牌子 烙印vt.打火印 污辱
1,concord,[k??k??d],n.和谐 一致 和睦
1,quaker,[kwe?k?],n.教友派信徒 贵格会会员
1,oat,[??t],n.[植]燕麦 麦片粥
1,mail,[me?l],n.邮件 邮政 盔甲vt.邮寄 给...穿盔甲
1,hot,[h?t],adj.热的 热情的 辣的 激动的 紧迫的 节奏强的adv.热 热切的 紧迫地
1,oatmeal,[??tmi?l],n. 燕 麦片  燕 麦粥
1,battle,[b?tl],n.战役 指大规模会战  战争vi.作战 战斗 搏斗 斗争
1,release,[r?'li?s],n.释放 让渡 豁免 发行的书 释放证书vt.释放 解放 放弃 让与 免除 发表n.版本 发布
1,institution,[?nst?'tju???n],n.公共机构 协会 制度
1,certainly,[s??t?nli],adv.的确  口语 当然 行
1,bonnie,[b?n?],adj.漂亮的
1,director,[da?'rekt?],n.主任 主管 导演  机关 首长  团体 理事  公司 董事 指挥仪 控制器
1,center,[sent?],n.中心 中央 中心点 中锋adj.中央的 位于正中的vt.集中 使聚集在一点 定中心 居中vi.居中 有中心 被置于中心
1,pro,[pr??],adv.正面地   英国 档案局 PRO Public Record Office 
1,innutrition,[??nju?'tr???n],n.营养不良
1,vegetable,[ved?t?b?l],n.蔬菜 植物 生活呆板单调的人adj.蔬菜的 植物的
1,junk,[d???k],n.垃圾 舢板
1,experimentally,[?k?sper?'ment?l?],adv.实验上 用实验方法
1,fight,[fa?t],n.打架 战斗 斗志vi.打仗 搏斗 对抗 打架vt.与...打仗 指挥战斗 反对...提案
1,confusion,[k?n'fju???n],n.混乱 混淆
1,rarely,[re?li],adv.很少地 罕有地
1,objective,[?b'd?ekt?v],n.目标 目的  显微镜的  接 物镜 [语法]宾格adj.客观的 [语法]宾格的
1,counter,[ka?nt?],n.计算器 计数器 计算者 柜台 筹码adv.prep.相反地
1,intuition,[?ntju?'???n],n.直觉 直觉的知识
1,doubtful,[da?tf?l],adj.可疑的 不确的 疑心的
1,irrelevant,[?'rel?v?nt],adj.不相关的adj.不相关的 不切题的
1,executive,[?ɡ'zekj?t?v],adj.实行的 执行的 行政的n.执行者 经理主管人员
1,consult,[k?n's?lt],v.商量 商议 请教 参考 考虑
1,badge,[b?d?],n.徽章 证章
1,honor,[],n.尊敬 敬意 荣誉 光荣vt.尊敬 给以荣誉
1,valuable,[v?lj?b?l],adj.贵重的 有价值的 颇有价值的
1,ultimate,[?lt?m?t],adj.最后的 最终的 根本的n.最终
1,tier,[t??],n.列 行 排 层 等级vt.使造成递升排列 使层叠vi.成递升徘列
1,venture,[vent??],n.冒险 投机 风险v.冒险 冒昧 斗胆 胆敢 谦语 
1,adaptability,[??d?pt?'b?l?t?],n.适应性
1,desirable,[d?'za?r?b?l],adj.值得要的 合意的 令人想要的 悦人心意的
1,deliver,[d?'l?v?],vt.递送 陈述 释放 发表 一篇演说等  交付 引渡 瞄准 给予 打击 
1,artist,[?ɑ?t?st],n.艺术家 画家
1,programmer,[pr??ɡr?m?],n.程序师 程序规划员
1,marketplace,[?mɑ?k?t?ple?s],n.集会场所 市场 商场
1,specifically,[sp?'s?f?kli],adv.特定的 明确的
1,slowly,[?sl??li],adv.慢慢地 迟缓地
1,surely,[???li],adv.的确地 安全地
1,enterprise,[ent?pra?z],n.企业 事业 计划 事业心 进取心 干事业
1,disrupt,[d?s'r?pt],v.使中断 使分裂 使瓦解 使陷于混乱 破坏
1,engine,[end??n],n.发动机 机车 火车头
1,treasure,[tre??],n.财宝 财富 珍品 财产vt.珍爱 珍惜 储藏 珍藏
1,proud,[pra?d],adj.自豪的 得意的 骄傲的 妄自尊大的
1,outstanding,[a?t'st?nd??],adj.突出的 显著的
1,capable,[ke?p?b?l],adj.有能力的 能干的 有可能的 可以...的
1,reform,[r?'f??m],n.改革 改善 改良运动 感化vt.改革 革新 重新组成vi.革新 改过 重组
1,model,[m?d?l],n.样式 型 模范 典型 模型 原型 模特儿vt.模仿v.模拟
1,progress,[pr??'ɡres],n.前进 进步 发展vi.前进 进步 进行
